0.0	0.5443
0.5	0.6109
1.0	0.8281
1.5	0.6991
2.0	0.6582
2.5	0.8819
3.0	0.9962
3.5	0.6555
4.0	0.7785
4.5	0.9362
5.0	0.9162
5.5	0.7199
6.0	1.1017
6.5	1.0528
7.0	1.0676
7.5	1.3278
8.0	1.1610
8.5	0.8754
9.0	0.7405
9.5	0.8490
10.0	1.2583
10.5	1.1133
11.0	1.1745
11.5	1.4683
12.0	1.1845
12.5	1.2785
13.0	1.3418
13.5	1.0544
14.0	2.5590
14.5	1.4912
15.0	1.4736
15.5	1.7801
16.0	2.2158
16.5	1.7671
17.0	1.6046
17.5	1.5907
18.0	1.2778
18.5	1.4028
19.0	1.3333
19.5	1.9492
20.0	1.2763
20.5	2.0524
21.0	1.9405
21.5	2.4250
22.0	2.4512
22.5	1.2915
23.0	1.7838
23.5	1.4463
24.0	1.4274
24.5	2.0023
25.0	1.7100
25.5	1.1984
26.0	1.9514
26.5	1.0913
27.0	1.3149
27.5	1.3083
28.0	1.6000
28.5	0.8705
29.0	0.9125
29.5	1.5305
30.0	1.1921
30.5	1.3403
31.0	2.5622
31.5	1.3547
32.0	1.0954
32.5	1.6717
33.0	1.6131
33.5	2.5661
34.0	1.3887
34.5	2.2897
35.0	1.1266
35.5	1.7915
36.0	1.7399
36.5	1.2573
37.0	1.2819
37.5	1.2230
38.0	1.1691
38.5	1.0861
39.0	1.1653
39.5	1.0586
40.0	1.1390
40.5	1.4717
41.0	1.8108
41.5	2.1130
42.0	1.6356
42.5	2.3793
43.0	1.7327
43.5	2.1992
44.0	2.1670
44.5	3.1866
45.0	2.2748
45.5	2.2866
46.0	2.4654
46.5	1.9581
47.0	3.4570
47.5	2.6356
48.0	2.4671
48.5	5.1232
49.0	3.2405
49.5	3.4419
50.0	4.2156
50.5	4.8132
51.0	2.8347
51.5	4.7795
52.0	3.3656
52 5.0622981
52.5 3.08604825
53 6.1789
53.5 5.2764338
54 8.102102
54.5 4.7826605
55 6.306232
55.5 6.9561099
56 14.8179021
56.5 8.725083699999999
57 1.8581280000000002
57.5 7.629223
58 7.885917900000001
58.5 11.225166999999999
59 7.5019105999999995
59.5 12.8852186
60 8.540560000000001
60.5 7.3358412
61 4.756765
61.5 15.259827999999999
62 14.502633999999999
62.5 12.807300000000001
63 11.373153
63.5 7.413126999999999
64 10.285327
64.5 4.204599999999999
65 7.600633
65.5 9.599732999999999
66 9.20107815
66.5 11.432452
67 15.2435954
67.5 8.6981921
68 18.803493
68.5 15.772495
69 15.460839
69.5 6.345638999999999
70 8.271323
